Asin,UserName,Rating,Subject,ReviewDate,Review
8129137429,pawn sacrifice,1.0 out of 5 stars,"







  
  
    Balderdash
  
",Reviewed in India on 25 October 2015,"









  
  
    
  The title of the review is one I doubt Mr.Bhagat will be able to pronounce at one go. I suppose contemplating any words longer than two syllables will make Mr. Bhagat's brain explode in superb technicolor.Calling this a 'book of ideas' or 'essays' is a bit of a stretch, since the essays read like they were written for a fourth (okay, I'll be generous - fifth) grade writing competition. But far be it for me to say that Mr. Bhagat is not an expert on anything. He is an expert on the non-sequitur and the strawman argument. For example, in one chapter he says that ""until we see graft and tax evasion as a problem, and start to truly care about them, politicians will not change."" Indeed, Mr. Bhagat, it is only a Bollywood-style emotional epiphany that is missing for us Indians to solve the problem of corruption! We just need to ""care more""! The problems are not really structural, a result of complex regulation and the lack of simple legal and identity requirements in business transactions! The fact is, we just don't have the right ""feelings"" about this whole corruption business!And on and on. The book was a gift, and I can't wholly complain that it was a useless one. On days I felt bad about myself, this book served as an amazing pick-me-up. Why, I thought, leafing through the pages, here is an idiot who is willing to advertise the fact in print. I always closed it all cheered up.

  
"
8129137429,srikant suru,5.0 out of 5 stars,"







  
  
    Awesome book
  
",Reviewed in India on 19 August 2015,"









  
  
    
  Every young Indian should read.

  
"
8129137429,HtKA,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 7 September 2015,"









  
  
    
  Only for Chetan's Bhagats

  
"
8129137429,Jhanvi,4.0 out of 5 stars,"







  
  
    For those who love India
  
",Reviewed in India on 18 October 2015,"









  
  
    
  This book is for those who love this country and truly want it to be awesome. This book is the compilation of essay and people who dont like non fiction will find it boring

  
"
8129137429,Bhaumik,5.0 out of 5 stars,"







  
  
    Cheapest price
  
",Reviewed in India on 5 May 2016,"









  
  
    
  Got it only for 39 in lightning deal

  
"
8129137429,Aniket K.,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 5 September 2015,"









  
  
    
  Please stop writing bhagat

  
"
8129137429,Amazon Customer,4.0 out of 5 stars,"







  
  
    Good book!
  
",Reviewed in India on 27 May 2016,"









  
  
    
  Nicely penned by Chetan Bhagat on today's political scenario in a simplified way..

  
"
8129137429,Utsav Shrestha,1.0 out of 5 stars,"







  
  
    Chetan Bhagat has no idea about Political writing
  
",Reviewed in India on 9 October 2015,"









  
  
    
  Is Chetan Bhagat kidding with us?Anyone can just compile a set of newspapers and make a book out of it..Whats the big deal?

  
"
8129137429,Raven,5.0 out of 5 stars,"







  
  
    BOOK & THE GIFT WRAP WAS SUPERB...FAR BETTER THAN FLIPKART
  
",Reviewed in India on 10 September 2015,"









  
  
    
  I have placed this order for my friend & he loved his gift

  
"
8129137429,Sanjeev T.,5.0 out of 5 stars,"







  
  
    Great read for a change
  
",Reviewed in India on 5 February 2016,"









  
  
    
  Fantastic education to the educated, motivating, changes individual values in right direction, realistic but hopeful, shows enormity of the task and motivates to do our bit.

  
"
8129137429,Deepak Kumar,5.0 out of 5 stars,"







  
  
    A Must Read
  
",Reviewed in India on 28 February 2016,"









  
  
    
  Very Nice Articles related to the betterment of the society and India.Essays are not too long and are worth reading at least once.

  
"
8129137429,Abhinav Sharma,2.0 out of 5 stars,"







  
  
    I was pretty disappointed with this book
  
",Reviewed in India on 22 September 2015,"









  
  
    
  This books put together some regular thoughts on Indian society and politics. The first chapter probably motivated me to read it but as I moved forward in the book, it became a usual trite. If an average 23 year old is asked to write an essay on Indian politics and society, he would write this book. It doesn't come up with any concrete policy or structural changes. It narrates the usual picture of our country. This might be helpful for some one not known to India and who wants to know what's up with this country.I was pretty disappointed with this book.

  
"
8129137429,akash bhaskar,1.0 out of 5 stars,"







  
  
    Thanks Guys
  
",Reviewed in India on 21 August 2015,"









  
  
    
  Thank You Guys..planned to buy this book but after so many great reviews i have saved my money..

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Good Purchase!
  
",Reviewed in India on 13 August 2016,"









  
  
    
  Good book. Quality of package was excellent. Received well before the scheduled date.

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Totally satisfied
  
",Reviewed in India on 31 May 2016,"









  
  
    
  This was my first book of Chetan Bhagat which I read....I am satisfied with this book.Also Amazon courier device is fast as well reliable for me.I got it in two days of ordering. Also author words worth to book's price

  
"
8129137429,Kumar,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 8 January 2016,"









  
  
    
  Good book....

  
"
8129137429,Bharat Somany,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 21 May 2016,"









  
  
    
  Bargain for ₹39...!

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    First of all I love u amazon amazing delivery 24 hours Actually its my ...
  
",Reviewed in India on 28 October 2015,"









  
  
    
  First of all I love u amazon amazing delivery 24 hoursActually its my first book so I m nervous abt reviewI read 19 pages nice concept good book

  
"
8129137429,nitin tanwani,5.0 out of 5 stars,"







  
  
    good
  
",Reviewed in India on 2 December 2015,"









  
  
    
  A beautifull book at very cheap price. I blv every book has something to give nd same I applied here. It gave me many new ideas and discarded many of my beliefs.

  
"
8129137429,customer,1.0 out of 5 stars,"







  
  
    Not a good work !
  
",Reviewed in India on 24 August 2015,"









  
  
    
  If you wanna want to read these essays the better read the hindu editorial why waste you money and time in these crap

  
"
8129137429,Dipam S.,2.0 out of 5 stars,"







  
  
    Two Stars
  
",Reviewed in India on 6 May 2016,"









  
  
    
  Poorly written.

  
"
8129137429,shahid iqubal,5.0 out of 5 stars,"







  
  
    https: //www. amazon. in/review/create-review?
  
",Reviewed in India on 31 October 2015,"









  
  
    
  https://www.amazon.in/review/create-review?ie=UTF8&asin=B010WDB3IC&channel=detail-glance&nodeID=976389031&ref_=cm_cr_dp_wrt_top&store=books#

  
"
8129137429,ajin lal,5.0 out of 5 stars,"







  
  
    it's a better way to discover the talents
  
",Reviewed in India on 16 January 2016,"









  
  
    
  The book provided a great entertainment to the readers including me. When we pass each page, we r urged by ourself to read next.

  
"
8129137429,Alok S.,1.0 out of 5 stars,"







  
  
    Worst book
  
",Reviewed in India on 17 May 2016,"









  
  
    
  Only modi bhakat will buy this useless waste of time repeat same thing

  
"
8129137429,Priyanka,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 5 September 2015,"









  
  
    
  i regret this.

  
"
8129137429,D,3.0 out of 5 stars,"







  
  
    free on Torrent
  
",Reviewed in India on 1 September 2015,"









  
  
    
  this book is ok. You dont need to buy.it is already available on torrent for free

  
"
8129137429,rohit rao,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 22 August 2015,"









  
  
    
  Bad

  
"
8129137429,minto,1.0 out of 5 stars,"







  
  
    seems like he just put togather some editorial newspaper cuttings
  
",Reviewed in India on 23 August 2015,"









  
  
    
  the book is same as the young india wants...seems like he just put togather some editorial newspaper cuttings...I will spend 40buck on this book not 125Rs.

  
"
8129137429,mahesh,5.0 out of 5 stars,"







  
  
    I would rate dis more than 5 stars
  
",Reviewed in India on 14 October 2015,"









  
  
    
  Great book by chetan bhagat exact scenario of India explained in word which can be understood by everybody

  
"
8129137429,P V,3.0 out of 5 stars,"







  
  
    Not much awesome
  
",Reviewed in India on 19 August 2015,"









  
  
    
  Making India awesome. Ok, how? All typical and known formula like change your attitude, develop discipline, concentrate on your individual contribution and attempts to clarify some social issues. Then, are they convincing and influential?  Well, not much.This book is like those movies or a talk shows which identify problems, although not perfectly and show you ways of correcting or solving them, but unfortunately it is not able to put deep impression on your mind and will get erased from your psyche within few days.This kind of book needs the author get connected to the readers through powerful conceptual writing that strike the mind and the soul of the readers. The book fails to do that. The book lacks influential power. No topic is discussed in depth with full potential. Gender equality, you need to talk in details about stress on women working from 8 to 6 and its effect on individual family and combined effect on social condition of the nation. Also its adverse effect on health (read hormones) and child development who are future of the nation.There are many other topic which need to be detailed, for example, involvement of educated people in traditional agriculture which is backbone of the country, survival and improvement of the rural life, adverse effects of newer technologies, maintenance of environment.

  
"
8129137429,PaidNinja,1.0 out of 5 stars,"







  
  
    Not worth your time or money!! Trust me.. the book just insults India
  
",Reviewed in India on 20 August 2015,"









  
  
    
  A utterly stupid person acting like a critic and giving his remarks on india.. it nothing but a compilation of a his articles.. he ha insulted a lot of things kn india for no particular reason.. mainly the way he has insuted Narendra Modi and not anyone from Congress or AAP or other politicle parties shows he is biased. he has spoken outrageous things about Modi. being a citizen of India we must respect our PM. and not make joles about him working 24X7. you're right CB had made jokes on Modi not taking any holiday.. an much more.. he is just a love stoy writer and he must have stayed like that he is no leader. He is merely Rahul Gandhi of authours. The title o this book should have been Thrashing India..

  
"
8129137429,sahil,1.0 out of 5 stars,"







  
  
    worst book i ever seen
  
",Reviewed in India on 23 August 2015,"









  
  
    
  oh guys just stay away from this book, I am telling u seriously it is bad bad very bad book, a 2rs newspaper is better than this book

  
"
8129137429,Rohan,1.0 out of 5 stars,"







  
  
    Bad
  
",Reviewed in India on 30 August 2015,"









  
  
    
  Bad

  
"
8129137429,Gunnadiitya,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 21 May 2016,"









  
  
    
  Nice book

  
"
8129137429,Poornima,1.0 out of 5 stars,"







  
  
    One Star
  
",Reviewed in India on 21 August 2015,"









  
  
    
  Not worth the money

  
"
8129137429,Taj Soheil Siddique,5.0 out of 5 stars,"







  
  
    INcredible
  
",Reviewed in India on 22 May 2016,"









  
  
    
  good Book

  
"
8129137429,Amrutha,5.0 out of 5 stars,"







  
  
    Excellent
  
",Reviewed in India on 21 May 2016,"









  
  
    
  Good

  
"
8129137429,y viswanath,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 27 May 2016,"









  
  
    
  nice book ...awesome

  
"
8129137429,Mitta,1.0 out of 5 stars,"







  
  
    NOT to READ
  
",Reviewed in India on 26 August 2015,"









  
  
    
  Recommend not to read this book ..Only paper cuttingsBetter read newspaper

  
"
8129137429,rahul kundu,1.0 out of 5 stars,"







  
  
    Disappointed
  
",Reviewed in India on 21 August 2015,"









  
  
    
  Didn't expect this type of book from Mr. Bhagat

  
"
8129137429,juneed raj baba,1.0 out of 5 stars,"







  
  
    6th class student can write a better book than this
  
",Reviewed in India on 22 August 2015,"









  
  
    
  who gave him right to write, 6th class student can write a better book than this. Wastage of money + Time

  
"
8129137429,Sidhartha S. Parida,5.0 out of 5 stars,"







  
  
    satisfied
  
",Reviewed in India on 4 November 2015,"









  
  
    
  Thank u so much. Really awesome.

  
"
